ANYO,MES,COD_PROV,NOM_PROV,COD_MUN,NOM_MUN,COD_SECTOR,DESC_SECTOR,COD_GRUPO,DESC_GRUPO,COD_GENERO,DESC_GENERO,RANGO_EDAD,NUM_CONTRATOS
2018,1,46,VALENCIA,70,BETERA,S ,Servicios,3,"Tecnicos, profesionales de apoyo",M,Mujer,25-44,1
2018,1,46,VALENCIA,98,CORBERA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,2
2018,1,46,VALENCIA,102,QUART DE POBLET,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,2
2018,1,46,VALENCIA,230,SILLA,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,6
2018,1,46,VALENCIA,233,SOLLANA,I ,Industria,9,Ocupaciones elementales,H,Hombre,<25  ,1
2018,1,46,VALENCIA,198,POTRIES,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,>44  ,8
2018,1,46,VALENCIA,145,XATIVA,C ,Construccion,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,<25  ,1
2018,1,46,VALENCIA,244,TORRENT,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,3
2018,1,46,VALENCIA,145,XATIVA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,5
2018,1,46,VALENCIA,8,ALBALAT DE LA RIBERA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,<25  ,1
2018,1,46,VALENCIA,19,"ALCUDIA, L'",A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,46,VALENCIA,34,ALMOINES,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,6
2018,1,46,VALENCIA,258,VILLAR DEL ARZOBISPO,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,>44  ,1
2018,1,3,ALICANTE,133,TORREVIEJA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,3,ALICANTE,79,IBI,I ,Industria,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,1
2018,1,3,ALICANTE,102,PEGO,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,1
2018,1,3,ALICANTE,901,"POBLETS, ELS",S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,1
2018,1,3,ALICANTE,12,ALGORFA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,3,ALICANTE,65,ELCHE/ELX,I ,Industria,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,25-44,1
2018,1,3,ALICANTE,56,COCENTAINA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,3,ALICANTE,14,ALICANTE/ALACANT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,1
2018,1,3,ALICANTE,15,ALMORADI,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,<25  ,2
2018,1,3,ALICANTE,14,ALICANTE/ALACANT,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,25-44,1
2018,1,46,VALENCIA,202,"POBLA DE VALLBONA, LA",S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,46,VALENCIA,196,PINET,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,1
2018,1,46,VALENCIA,42,AIELO DE MALFERIT,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,>44  ,7
2018,1,46,VALENCIA,186,PAIPORTA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,3
2018,1,46,VALENCIA,5,ALAQUAS,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,7
2018,1,46,VALENCIA,220,SAGUNTO/SAGUNT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,17
2018,1,46,VALENCIA,85,CARLET,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,11
2018,1,46,VALENCIA,260,VINALESA,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,3
2018,1,46,VALENCIA,205,PUÃ‡OL,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,>44  ,3
2018,1,46,VALENCIA,186,PAIPORTA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,46,VALENCIA,131,GANDIA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,86
2018,1,46,VALENCIA,131,GANDIA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,25-44,8
2018,1,46,VALENCIA,131,GANDIA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,<25  ,10
2018,1,46,VALENCIA,131,GANDIA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,<25  ,7
2018,1,46,VALENCIA,131,GANDIA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,26
2018,1,46,VALENCIA,131,GANDIA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,25-44,4
2018,1,46,VALENCIA,131,GANDIA,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,4
2018,1,46,VALENCIA,7,ALBAL,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,3
2018,1,46,VALENCIA,131,GANDIA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,12
2018,1,46,VALENCIA,77,BUÃ‘OL,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,<25  ,5
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,46,VALENCIA,6,ALBAIDA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,46,VALENCIA,169,MISLATA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,4
2018,1,3,ALICANTE,41,BENISSA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,>44  ,1
2018,1,3,ALICANTE,65,ELCHE/ELX,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,7
2018,1,3,ALICANTE,49,CALLOSA DE SEGURA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,>44  ,1
2018,1,3,ALICANTE,140,VILLENA,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,1
2018,1,3,ALICANTE,903,"MONTESINOS, LOS",C ,Construccion,9,Ocupaciones elementales,H,Hombre,<25  ,1
2018,1,3,ALICANTE,2,AGOST,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,>44  ,2
2018,1,3,ALICANTE,14,ALICANTE/ALACANT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,<25  ,1
2018,1,3,ALICANTE,31,BENIDORM,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,3
2018,1,3,ALICANTE,31,BENIDORM,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,<25  ,6
2018,1,3,ALICANTE,59,CREVILLENT,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),M,Mujer,25-44,6
2018,1,3,ALICANTE,93,NOVELDA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,2
2018,1,3,ALICANTE,111,REDOVAN,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,2
2018,1,3,ALICANTE,31,BENIDORM,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,4
2018,1,3,ALICANTE,59,CREVILLENT,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,7
2018,1,3,ALICANTE,119,SANT JOAN D'ALACANT,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,>44  ,1
2018,1,3,ALICANTE,101,PEDREGUER,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,>44  ,1
2018,1,3,ALICANTE,56,COCENTAINA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,2
2018,1,3,ALICANTE,83,JIJONA/XIXONA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,3
2018,1,3,ALICANTE,47,CALP,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,1
2018,1,12,CASTELLAN,32,BURRIANA,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,12,CASTELLAN,28,BENICASIM/BENICASSIM,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,28,BENICASIM/BENICASSIM,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),M,Mujer,25-44,4
2018,1,12,CASTELLAN,28,BENICASIM/BENICASSIM,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,3,"Tecnicos, profesionales de apoyo",M,Mujer,25-44,2
2018,1,12,CASTELLAN,129,VILLAFRANCA DEL CID / VILAFRAN,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,3
2018,1,12,CASTELLAN,96,ROSSELL,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,>44  ,8
2018,1,12,CASTELLAN,9,ALMAZORA/ALMASSORA,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,2,AIN,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,>44  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,I ,Industria,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,2
2018,1,12,CASTELLAN,51,CULLA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,>44  ,1
2018,1,12,CASTELLAN,32,BURRIANA,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,3
2018,1,12,CASTELLAN,126,"VALL D'UIXO, LA",S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,18
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,C ,Construccion,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,1
2018,1,12,CASTELLAN,901,ALQUERIAS DEL NIÃ‘O PERDIDO,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,9
2018,1,12,CASTELLAN,72,LUCENA DEL CID,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,60,FIGUEROLES,I ,Industria,9,Ocupaciones elementales,H,Hombre,>44  ,5
2018,1,12,CASTELLAN,123,VALLAT,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,<25  ,2
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,10
2018,1,12,CASTELLAN,126,"VALL D'UIXO, LA",C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,3
2018,1,3,ALICANTE,76,GUARDAMAR DEL SEGURA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,25-44,1
2018,1,3,ALICANTE,59,CREVILLENT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,4
2018,1,3,ALICANTE,104,PETRER,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,1
2018,1,3,ALICANTE,123,SAX,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,1
2018,1,3,ALICANTE,65,ELCHE/ELX,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,3
2018,1,3,ALICANTE,14,ALICANTE/ALACANT,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,<25  ,2
2018,1,3,ALICANTE,14,ALICANTE/ALACANT,S ,Servicios,9,Ocupaciones elementales,H,Hombre,<25  ,1
2018,1,3,ALICANTE,99,ORIHUELA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,>44  ,2
2018,1,3,ALICANTE,14,ALICANTE/ALACANT,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,2
2018,1,3,ALICANTE,95,ONDARA,C ,Construccion,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,3,ALICANTE,9,ALCOY/ALCOI,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,84,ONDA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,12,CASTELLAN,135,VILA-REAL,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,4
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,<25  ,1
2018,1,12,CASTELLAN,135,VILA-REAL,I ,Industria,3,"Tecnicos, profesionales de apoyo",M,Mujer,25-44,1
2018,1,12,CASTELLAN,27,BENICARLO,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,5
2018,1,12,CASTELLAN,48,CORTES DE ARENOSO,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,12,CASTELLAN,126,"VALL D'UIXO, LA",S ,Servicios,9,Ocupaciones elementales,H,Hombre,<25  ,1
2018,1,12,CASTELLAN,138,VINAROS,S ,Servicios,3,"Tecnicos, profesionales de apoyo",M,Mujer,>44  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,<25  ,4
2018,1,12,CASTELLAN,82,NULES,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,2
2018,1,12,CASTELLAN,11,ALMENARA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,12,CASTELLAN,56,CHOVAR,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,3
2018,1,12,CASTELLAN,67,GELDO,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,32,BURRIANA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,12,CASTELLAN,109,TALES,S ,Servicios,6,"Trabajadores cualificados en el sector agricola, ganadero, forestal y pesquero",M,Mujer,>44  ,2
2018,1,12,CASTELLAN,72,LUCENA DEL CID,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,1
2018,1,12,CASTELLAN,85,OROPESA DEL MAR/ORPESA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,25-44,4
2018,1,12,CASTELLAN,104,SEGORBE,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,1
2018,1,12,CASTELLAN,84,ONDA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,3
2018,1,12,CASTELLAN,85,OROPESA DEL MAR/ORPESA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,27,BENICARLO,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,6
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,>44  ,8
2018,1,12,CASTELLAN,126,"VALL D'UIXO, LA",S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,10
2018,1,12,CASTELLAN,135,VILA-REAL,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,<25  ,1
2018,1,12,CASTELLAN,94,"POBLA TORNESA, LA",S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,<25  ,1
2018,1,12,CASTELLAN,9,ALMAZORA/ALMASSORA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,4
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,1
2018,1,46,VALENCIA,159,MANISES,S ,Servicios,9,Ocupaciones elementales,M,Mujer,<25  ,3
2018,1,46,VALENCIA,220,SAGUNTO/SAGUNT,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,2
2018,1,46,VALENCIA,181,OLIVA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,2
2018,1,46,VALENCIA,116,"ELIANA, L'",S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,2
2018,1,46,VALENCIA,190,PATERNA,I ,Industria,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,46,VALENCIA,58,BENIFAIRO DE LES VALLS,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,2
2018,1,46,VALENCIA,255,VILLALONGA,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,46,VALENCIA,221,SALEM,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,2
2018,1,46,VALENCIA,207,RAFELBUÃ‘OL/RAFELBUNYOL,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),M,Mujer,25-44,2
2018,1,46,VALENCIA,220,SAGUNTO/SAGUNT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,2
2018,1,46,VALENCIA,124,FONTANARS DELS ALFORINS,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,25-44,4
2018,1,46,VALENCIA,250,VALENCIA,A ,Agricultura,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,1
2018,1,46,VALENCIA,214,RIBA-ROJA DE TURIA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,1
2018,1,46,VALENCIA,4,AGULLENT,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,1
2018,1,46,VALENCIA,35,ALMUSSAFES,I ,Industria,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,1
2018,1,46,VALENCIA,105,CULLERA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,>44  ,8
2018,1,46,VALENCIA,206,QUESA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,46,VALENCIA,213,REQUENA,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,1
2018,1,46,VALENCIA,205,PUÃ‡OL,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,2
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,3
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,1
2018,1,46,VALENCIA,190,PATERNA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,>44  ,2
2018,1,46,VALENCIA,166,MELIANA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,>44  ,2
2018,1,46,VALENCIA,256,VILAMARXANT,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,<25  ,1
2018,1,46,VALENCIA,85,CARLET,I ,Industria,9,Ocupaciones elementales,H,Hombre,<25  ,1
2018,1,46,VALENCIA,216,ROCAFORT,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,246,TOUS,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,1
2018,1,46,VALENCIA,131,GANDIA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",M,Mujer,25-44,2
2018,1,46,VALENCIA,169,MISLATA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,25-44,1
2018,1,46,VALENCIA,148,LORIGUILLA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,<25  ,1
2018,1,46,VALENCIA,250,VALENCIA,I ,Industria,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,25-44,2
2018,1,46,VALENCIA,250,VALENCIA,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,<25  ,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,113,DAIMUS,A ,Agricultura,6,"Trabajadores cualificados en el sector agricola, ganadero, forestal y pesquero",H,Hombre,>44  ,7
2018,1,46,VALENCIA,51,BENAGUASIL,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,2
2018,1,46,VALENCIA,148,LORIGUILLA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,4
2018,1,46,VALENCIA,70,BETERA,C ,Construccion,9,Ocupaciones elementales,H,Hombre,>44  ,2
2018,1,46,VALENCIA,12,ALBORACHE,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,3
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,<25  ,3
2018,1,46,VALENCIA,109,CHESTE,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,>44  ,8
2018,1,46,VALENCIA,116,"ELIANA, L'",S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,46,VALENCIA,204,PUIG,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,3
2018,1,46,VALENCIA,181,OLIVA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,>44  ,1
2018,1,46,VALENCIA,159,MANISES,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,1
2018,1,46,VALENCIA,35,ALMUSSAFES,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,2
2018,1,46,VALENCIA,244,TORRENT,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
2018,1,46,VALENCIA,231,SIMAT DE LA VALLDIGNA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,197,POLINYA DE XUQUER,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",M,Mujer,>44  ,1
2018,1,46,VALENCIA,147,LLIRIA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,7
2018,1,46,VALENCIA,250,VALENCIA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,46,VALENCIA,172,MONTSERRAT,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,46,VALENCIA,136,GODELLETA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,<25  ,12
2018,1,46,VALENCIA,21,ALDAIA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,<25  ,1
2018,1,46,VALENCIA,21,ALDAIA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,10
2018,1,46,VALENCIA,248,TURIS,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,2
2018,1,46,VALENCIA,214,RIBA-ROJA DE TURIA,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,3
2018,1,46,VALENCIA,205,PUÃ‡OL,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,14
2018,1,46,VALENCIA,159,MANISES,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,46,VALENCIA,220,SAGUNTO/SAGUNT,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,25-44,11
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,6,"Trabajadores cualificados en el sector agricola, ganadero, forestal y pesquero",H,Hombre,25-44,2
2018,1,46,VALENCIA,204,PUIG,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,2
2018,1,46,VALENCIA,204,PUIG,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,7
2018,1,46,VALENCIA,126,FOIOS,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,1
2018,1,46,VALENCIA,184,ONTINYENT,C ,Construccion,9,Ocupaciones elementales,H,Hombre,<25  ,3
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
